"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2025,"Eastern Illinois",51.0264900662252,186,20.7698863073335,25,30.9322033898305,240,39.6688741721854,326
2025,"Eastern Kentucky",52.5518788558609,264,17.8030805601457,130,33.1730769230769,323,31.8003365114975,147
2025,"Eastern Michigan",53.6689419795222,307,17.8233262782667,127,31.6518298714144,275,38.509670079636,306
2025,"Eastern Washington",54.4330518697226,331,18.9836843593621,75,33.6161187698834,332,39.7466827503016,327
2025,"Elon",48.0624327233584,56,13.2569745146093,353,31.4655172413793,267,24.7039827771798,17
2025,"Evansville",50.1990898748578,143,16.6881699685288,203,29.2165898617512,155,34.641638225256,221
2025,"FIU",51.5868436237738,224,20.5932601791017,28,29.6368989205103,173,37.5072129255626,293
2025,"Fairfield",53.6536248561565,306,18.1741284514531,108,31.006160164271,243,30.9551208285386,125
2025,"Fairleigh Dickinson",50.5286588759043,159,17.643578203726,142,31.9884726224784,290,30.3839732888147,112
2025,"Florida",45.3488372093023,7,17.0240152800918,184,28.7518573551263,126,33.0426356589147,179
